"","airport_id","name","city","country","iata","icao","latitude","longitude","altitude","timezone","dst","database_timezone","type","source"
"YRA",5526,"Rae Lakes Airport","Gamètì","Canada","YRA","CYRA",64.116096496582,-117.309997558594,723,"-7","A","America/Edmonton","airport","OurAirports"
"YRL",5527,"Red Lake Airport","Red Lake","Canada","YRL","CYRL",51.0668983459473,-93.793098449707,1265,"-6","A","America/Winnipeg","airport","OurAirports"
"YSF",5528,"Stony Rapids Airport","Stony Rapids","Canada","YSF","CYSF",59.250301361084,-105.841003417969,805,"-6","N","America/Regina","airport","OurAirports"
"YSK",5529,"Sanikiluaq Airport","Sanikiluaq","Canada","YSK","CYSK",56.5377998352,-79.2466964722,104,"-5","A","\N","airport","OurAirports"
"YST",5530,"St. Theresa Point Airport","St. Theresa Point","Canada","YST","CYST",53.8456001281738,-94.8518981933594,773,"-6","A","America/Winnipeg","airport","OurAirports"
"YTL",5531,"Big Trout Lake Airport","Big Trout Lake","Canada","YTL","CYTL",53.817798614502,-89.8968963623047,729,"-6","A","America/Winnipeg","airport","OurAirports"
"YVZ",5532,"Deer Lake Airport","Deer Lake","Canada","YVZ","CYVZ",52.6557998657227,-94.0614013671875,1092,"-6","A","America/Winnipeg","airport","OurAirports"
"YWP",5533,"Webequie Airport","Webequie","Canada","YWP","CYWP",52.9593933975,-87.3748683929,685,"-5","A","America/Toronto","airport","OurAirports"
"YXN",5534,"Whale Cove Airport","Whale Cove","Canada","YXN","CYXN",62.2400016785,-92.5980987549,40,"-6","A","America/Winnipeg","airport","OurAirports"
"YZG",5535,"Salluit Airport","Salluit","Canada","YZG","CYZG",62.1794013977051,-75.6671981811523,743,"-5","A","America/Toronto","airport","OurAirports"
"ZAC",5536,"York Landing Airport","York Landing","Canada","ZAC","CZAC",56.0894012451172,-96.0892028808594,621,"-6","A","America/Winnipeg","airport","OurAirports"
"ILF",5537,"Ilford Airport","Ilford","Canada","ILF","CZBD",56.0614013672,-95.613899231,642,"-6","A","America/Winnipeg","airport","OurAirports"
"ZBF",5538,"Bathurst Airport","Bathurst","Canada","ZBF","CZBF",47.629699707,-65.738899231,193,"-4","A","America/Halifax","airport","OurAirports"
"ZEM",5539,"Eastmain River Airport","Eastmain River","Canada","ZEM","CZEM",52.2263984680176,-78.5224990844727,24,"-5","A","America/Toronto","airport","OurAirports"
"ZFD",5540,"Fond-Du-Lac Airport","Fond-Du-Lac","Canada","ZFD","CZFD",59.334400177002,-107.181999206543,814,"-6","N","America/Regina","airport","OurAirports"
"ZGI",5541,"Gods River Airport","Gods River","Canada","ZGI","CZGI",54.8396987915039,-94.0785980224609,627,"-6","A","America/Winnipeg","airport","OurAirports"
"ZJN",5542,"Swan River Airport","Swan River","Canada","ZJN","CZJN",52.1206016540527,-101.236000061035,1100,"-6","A","America/Winnipeg","airport","OurAirports"
"ZKE",5543,"Kashechewan Airport","Kashechewan","Canada","ZKE","CZKE",52.2825012207031,-81.6778030395508,35,"-5","A","America/Toronto","airport","OurAirports"
"MSA",5544,"Muskrat Dam Airport","Muskrat Dam","Canada","MSA","CZMD",53.4413986206055,-91.7628021240234,911,"-6","A","America/Winnipeg","airport","OurAirports"
"ZMT",5545,"Masset Airport","Masset","Canada","ZMT","CZMT",54.0275001525879,-132.125,25,"-8","A","America/Vancouver","airport","OurAirports"
"ZPB",5546,"Sachigo Lake Airport","Sachigo Lake","Canada","ZPB","CZPB",53.8911018371582,-92.196403503418,876,"-6","A","America/Winnipeg","airport","OurAirports"
"ZRJ",5547,"Round Lake (Weagamow Lake) Airport","Round Lake","Canada","ZRJ","CZRJ",52.9435997009277,-91.3127975463867,974,"-6","A","America/Winnipeg","airport","OurAirports"
"ZSJ",5548,"Sandy Lake Airport","Sandy Lake","Canada","ZSJ","CZSJ",53.0642013549805,-93.3443984985352,951,"-6","A","America/Winnipeg","airport","OurAirports"
"ZTM",5549,"Shamattawa Airport","Shamattawa","Canada","ZTM","CZTM",55.8656005859375,-92.0813980102539,289,"-6","A","America/Winnipeg","airport","OurAirports"
"ZUM",5550,"Churchill Falls Airport","Churchill Falls","Canada","ZUM","CZUM",53.5619010925293,-64.1063995361328,1442,"-4","A","America/Halifax","airport","OurAirports"
"ZWL",5551,"Wollaston Lake Airport","Wollaston Lake","Canada","ZWL","CZWL",58.1068992614746,-103.171997070312,1360,"-6","N","America/Regina","airport","OurAirports"
"BLJ",5552,"Batna Airport","Batna","Algeria","BLJ","DABT",35.7521018982,6.3085899353,2697,"1","N","Africa/Algiers","airport","OurAirports"
"CBH",5553,"Béchar Boudghene Ben Ali Lotfi Airport","Béchar","Algeria","CBH","DAOR",31.6457004547119,-2.26986002922058,2661,"1","N","Africa/Algiers","airport","OurAirports"
"BMW",5554,"Bordj Badji Mokhtar Airport","Bordj Badji Mokhtar","Algeria","BMW","DATM",21.375,0.923888981342,1303,"1","N","Africa/Algiers","airport","OurAirports"
"ELU",5555,"Guemar Airport","Guemar","Algeria","ELU","DAUO",33.5113983154,6.77679014206,203,"1","N","Africa/Algiers","airport","OurAirports"
"KMS",5556,"Kumasi Airport","Kumasi","Ghana","KMS","DGSI",6.71456003189087,-1.59081995487213,942,"0","N","Africa/Accra","airport","OurAirports"
"HDF",5557,"Heringsdorf Airport","Heringsdorf","Germany","HDF","EDAH",53.8787002563,14.152299881,93,"1","E","Europe/Berlin","airport","OurAirports"
"HEI",5558,"Heide-Büsum Airport","Büsum","Germany","HEI","EDXB",54.1533317566,8.90166664124,7,"1","E","Europe/Berlin","airport","OurAirports"
"HGL",5559,"Helgoland-Düne Airport","Helgoland","Germany","HGL","EDXH",54.1852798462,7.91583299637,8,"1","E","Europe/Berlin","airport","OurAirports"
"SJY",5560,"Seinäjoki Airport","Seinäjoki / Ilmajoki","Finland","SJY","EFSI",62.692101,22.8323,302,"2","E","Europe/Helsinki","airport","OurAirports"
"NQT",5561,"Nottingham Airport","Nottingham","United Kingdom","NQT","EGBN",52.9199981689453,-1.0791699886322,138,"0","E","Europe/London","airport","OurAirports"
"DSA",5562,"Robin Hood Doncaster Sheffield Airport","Doncaster, Sheffield","United Kingdom","DSA","EGCN",53.4805378105,-1.01065635681,55,"0","E","Europe/London","airport","OurAirports"
"CAL",5563,"Campbeltown Airport","Campbeltown","United Kingdom","CAL","EGEC",55.437198638916,-5.6863899230957,42,"0","E","Europe/London","airport","OurAirports"
"EOI",5564,"Eday Airport","Eday","United Kingdom","EOI","EGED",59.190601348877,-2.77221989631653,10,"0","E","Europe/London","airport","OurAirports"
"FIE",5565,"Fair Isle Airport","Fair Isle","United Kingdom","FIE","EGEF",59.5358009338379,-1.62805998325348,223,"0","E","Europe/London","airport","OurAirports"
"NRL",5566,"North Ronaldsay Airport","North Ronaldsay","United Kingdom","NRL","EGEN",59.3675003052,-2.43443989754,40,"0","E","Europe/London","airport","OurAirports"
"PPW",5567,"Papa Westray Airport","Papa Westray","United Kingdom","PPW","EGEP",59.3516998291,-2.90027999878,91,"0","E","Europe/London","airport","OurAirports"
"SOY",5568,"Stronsay Airport","Stronsay","United Kingdom","SOY","EGER",59.1553001404,-2.64139008522,39,"0","E","Europe/London","airport","OurAirports"
"NDY",5569,"Sanday Airport","Sanday","United Kingdom","NDY","EGES",59.250301361084,-2.57666993141174,68,"0","E","Europe/London","airport","OurAirports"
"LWK",5570,"Lerwick / Tingwall Airport","Lerwick","United Kingdom","LWK","EGET",60.192199707,-1.24361002445,43,"0","E","Europe/London","airport","OurAirports"
"WRY",5571,"Westray Airport","Westray","United Kingdom","WRY","EGEW",59.3502998352,-2.95000004768,29,"0","E","Europe/London","airport","OurAirports"
"LEQ",5572,"Land's End Airport","Land's End","United Kingdom","LEQ","EGHC",50.102798,-5.67056,398,"0","E","Europe/London","airport","OurAirports"
"PZE",5573,"Penzance Heliport","Penzance","United Kingdom","PZE","EGHK",50.128101,-5.51845,14,"0","E","Europe/London","airport","OurAirports"
"VLY",5574,"Anglesey Airport","Angelsey","United Kingdom","VLY","EGOV",53.2481002808,-4.53533983231,37,"0","E","Europe/London","airport","OurAirports"
"BRR",5575,"Barra Airport","Barra","United Kingdom","BRR","EGPR",57.0228,-7.44306,5,"0","E","Europe/London","airport","OurAirports"
"CFN",5577,"Donegal Airport","Dongloe","Ireland","CFN","EIDL",55.0442008972168,-8.34099960327148,30,"0","E","Europe/Dublin","airport","OurAirports"
"CNL",5579,"Sindal Airport","Sindal","Denmark","CNL","EKSN",57.503502,10.2294,92,"1","N","Europe/Copenhagen","airport","OurAirports"
"LKN",5580,"Leknes Airport","Leknes","Norway","LKN","ENLK",68.152496337891,13.609399795532,78,"1","E","Europe/Oslo","airport","OurAirports"
"OSY",5581,"Namsos Høknesøra Airport","Namsos","Norway","OSY","ENNM",64.472198486328,11.57859992981,7,"1","E","Europe/Oslo","airport","OurAirports"
"MQN",5582,"Mo i Rana Airport, Røssvoll","Mo i Rana","Norway","MQN","ENRA",66.363899230957,14.301400184631,229,"1","E","Europe/Oslo","airport","OurAirports"
"RVK",5583,"Rørvik Airport, Ryum","Rørvik","Norway","RVK","ENRM",64.838302612305,11.14610004425,14,"1","E","Europe/Oslo","airport","OurAirports"
"RET",5584,"Røst Airport","Røst","Norway","RET","ENRS",67.527801513672,12.103300094604,7,"1","E","Europe/Oslo","airport","OurAirports"
"SDN",5585,"Sandane Airport (Anda)","Sandane","Norway","SDN","ENSD",61.830001831055,6.1058301925659,196,"1","E","Europe/Oslo","airport","OurAirports"
"SOG",5586,"Sogndal Airport","Sogndal","Norway","SOG","ENSG",61.156101,7.13778,1633,"1","E","Europe/Oslo","airport","OurAirports"
"SVJ",5587,"Svolvær Helle Airport","Svolvær","Norway","SVJ","ENSH",68.243301391602,14.669199943542,27,"1","E","Europe/Oslo","airport","OurAirports"
"SOJ",5588,"Sørkjosen Airport","Sorkjosen","Norway","SOJ","ENSR",69.786796569824,20.959400177002,16,"1","E","Europe/Oslo","airport","OurAirports"
"VAW",5589,"Vardø Airport, Svartnes","Vardø","Norway","VAW","ENSS",70.355400085449,31.044900894165,42,"1","E","Europe/Oslo","airport","OurAirports"
"VRY",5590,"Værøy Heliport","Værøy","Norway","VRY","ENVR",67.654555,12.727257,12,"1","E","Europe/Oslo","airport","OurAirports"
"BZG",5591,"Bydgoszcz Ignacy Jan Paderewski Airport","Bydgoszcz","Poland","BZG","EPBY",53.0968017578,17.9776992798,235,"1","E","Europe/Warsaw","airport","OurAirports"
"LCJ",5592,"Łódź Władysław Reymont Airport","Lodz","Poland","LCJ","EPLL",51.7219009399,19.3980998993,604,"1","E","Europe/Warsaw","airport","OurAirports"
"OSD",5593,"Åre Östersund Airport","Östersund","Sweden","OSD","ESNZ",63.194400787354,14.50030040741,1233,"1","E","Europe/Stockholm","airport","OurAirports"
"HFS",5594,"Hagfors Airport","Hagfors","Sweden","HFS","ESOH",60.0200996398926,13.5789003372192,474,"1","E","Europe/Stockholm","airport","OurAirports"
"KSD",5595,"Karlstad Airport","Karlstad","Sweden","KSD","ESOK",59.4446983337,13.3374004364,352,"1","E","Europe/Stockholm","airport","OurAirports"
"TYF",5596,"Torsby Airport","Torsby","Sweden","TYF","ESST",60.1576004028,12.9912996292,393,"1","E","Europe/Stockholm","airport","OurAirports"
"AGH",5597,"Ängelholm-Helsingborg Airport","Ängelholm","Sweden","AGH","ESTA",56.2961006164551,12.8471002578735,68,"1","E","Europe/Stockholm","airport","OurAirports"
"SQO",5598,"Storuman Airport","Mohed","Sweden","SQO","ESUD",64.9608993530273,17.6965999603271,915,"1","E","Europe/Stockholm","airport","OurAirports"
"HMV",5599,"Hemavan Airport","Hemavan","Sweden","HMV","ESUT",65.8060989379883,15.082799911499,1503,"1","E","Europe/Stockholm","airport","OurAirports"
"VNT",5602,"Ventspils International Airport","Ventspils","Latvia","VNT","EVVA",57.35779953,21.5442008972,19,"2","E","Europe/Riga","airport","OurAirports"
"QRA",5603,"Rand Airport","Johannesburg","South Africa","QRA","FAGM",-26.2425003052,28.1511993408,5483,"2","U","Africa/Johannesburg","airport","OurAirports"
"MQP",5604,"Kruger Mpumalanga International Airport","Mpumalanga","South Africa","MQP","FAKN",-25.3831996918,31.1056003571,2829,"2","U","Africa/Johannesburg","airport","OurAirports"
"AAM",5605,"Malamala Airport","Malamala","South Africa","AAM","FAMD",-24.8180999755859,31.5445995330811,1124,"2","U","Africa/Johannesburg","airport","OurAirports"
"MBD",5606,"Mmabatho International Airport","Mafeking","South Africa","MBD","FAMM",-25.7984008789,25.5480003357,4181,"2","U","Africa/Johannesburg","airport","OurAirports"
"GNZ",5607,"Ghanzi Airport","Ghanzi","Botswana","GNZ","FBGZ",-21.6924991607666,21.6581001281738,3730,"2","U","Africa/Gaborone","airport","OurAirports"
"ORP",5608,"Orapa Airport","Orapa","Botswana","ORP","FBOR",-21.266701,25.3167,3100,"2","U","Africa/Gaborone","airport","OurAirports"
"SWX",5609,"Shakawe Airport","Shakawe","Botswana","SWX","FBSW",-18.3738994598389,21.8325996398926,3379,"2","U","Africa/Gaborone","airport","OurAirports"
"TLD",5610,"Limpopo Valley Airport","Tuli Lodge","Botswana","TLD","FBTL",-22.1891994476,29.1268997192,1772,"2","U","Africa/Gaborone","airport","OurAirports"
"DIS",5611,"Ngot Nzoungou Airport","Loubomo","Congo (Brazzaville)","DIS","FCPL",-4.20635,12.6599,1079,"1","N","Africa/Brazzaville","airport","OurAirports"
"CIP",5612,"Chipata Airport","Chipata","Zambia","CIP","FLCP",-13.5583000183105,32.5872001647949,3360,"2","U","Africa/Lusaka","airport","OurAirports"
"YVA",5614,"Iconi Airport","Moroni","Comoros","YVA","FMCN",-11.7108001709,43.2439002991,33,"3","U","Indian/Comoro","airport","OurAirports"
"WAQ",5615,"Antsalova Airport","Antsalova","Madagascar","WAQ","FMMG",-18.701273,44.614921,551,"3","U","Indian/Antananarivo","airport","OurAirports"
"JVA",5616,"Ankavandra Airport","Ankavandra","Madagascar","JVA","FMMK",-18.80501,45.273467,427,"3","U","Indian/Antananarivo","airport","OurAirports"
"BMD",5617,"Belo sur Tsiribihina Airport","Belo sur Tsiribihina","Madagascar","BMD","FMML",-19.6867008209,44.5419006348,154,"3","U","Indian/Antananarivo","airport","OurAirports"
"MXT",5618,"Maintirano Airport","Maintirano","Madagascar","MXT","FMMO",-18.049999,44.033001,95,"3","U","Indian/Antananarivo","airport","OurAirports"
"TVA",5619,"Morafenobe Airport","Morafenobe","Madagascar","TVA","FMMR",-17.850083,44.920467,748,"3","U","Indian/Antananarivo","airport","OurAirports"
"WTA",5620,"Tambohorano Airport","Tambohorano","Madagascar","WTA","FMMU",-17.4761009216309,43.9728012084961,23,"3","U","Indian/Antananarivo","airport","OurAirports"
"WTS",5621,"Tsiroanomandidy Airport","Tsiroanomandidy","Madagascar","WTS","FMMX",-18.759677,46.054065,2776,"3","U","Indian/Antananarivo","airport","OurAirports"
"WAM",5622,"Ambatondrazaka Airport","Ambatondrazaka","Madagascar","WAM","FMMZ",-17.795378,48.442583,2513,"3","U","Indian/Antananarivo","airport","OurAirports"
"WPB",5623,"Port Bergé Airport","Port Bergé","Madagascar","WPB","FMNG",-15.584286,47.623587,213,"3","U","Indian/Antananarivo","airport","OurAirports"
"DWB",5625,"Soalala Airport","Soalala","Madagascar","DWB","FMNO",-16.10169,45.358837,141,"3","U","Indian/Antananarivo","airport","OurAirports"
"WMP",5626,"Mampikony Airport","Mampikony","Madagascar","WMP","FMNP",-16.0722693402,47.6441645622,0,"3","U","Indian/Antananarivo","airport","OurAirports"
"WMA",5628,"Mandritsara Airport","Mandritsara","Madagascar","WMA","FMNX",-15.833049,48.833284,1007,"3","U","Indian/Antananarivo","airport","OurAirports"
"MJA",5629,"Manja Airport","Manja","Madagascar","MJA","FMSJ",-21.426105,44.316509,787,"3","U","Indian/Antananarivo","airport","OurAirports"
"CBT",5630,"Catumbela Airport","Catumbela","Angola","CBT","FNCT",-12.4792,13.4869,23,"1","N","Africa/Luanda","airport","OurAirports"
"DUE",5631,"Dundo Airport","Dundo","Angola","DUE","FNDU",-7.40088987350464,20.8185005187988,2451,"1","N","Africa/Luanda","airport","OurAirports"
"VPE",5632,"Ngjiva Pereira Airport","Ondjiva","Angola","VPE","FNGI",-17.0435009003,15.6837997437,3566,"1","N","Africa/Luanda","airport","OurAirports"
"MSZ",5633,"Namibe Airport","Mocamedes","Angola","MSZ","FNMO",-15.2611999511719,12.1468000411987,210,"1","N","Africa/Luanda","airport","OurAirports"
"KOU",5634,"Koulamoutou Mabimbi Airport","Koulamoutou","Gabon","KOU","FOGK",-1.1846100091934,12.441300392151,1070,"1","N","Africa/Libreville","airport","OurAirports"
"MJL",5635,"Mouilla Ville Airport","Mouila","Gabon","MJL","FOGM",-1.84513998031616,11.0566997528076,295,"1","N","Africa/Libreville","airport","OurAirports"
"TCH",5636,"Tchibanga Airport","Tchibanga","Gabon","TCH","FOOT",-2.84999990463257,11.0170001983643,269,"1","N","Africa/Libreville","airport","OurAirports"
"VPY",5637,"Chimoio Airport","Chimoio","Mozambique","VPY","FQCH",-19.1513004302979,33.4290008544922,2287,"2","U","Africa/Maputo","airport","OurAirports"
"SRH",5639,"Sarh Airport","Sarh","Chad","SRH","FTTA",9.14444,18.374399,1198,"1","N","Africa/Ndjamena","airport","OurAirports"
"CMK",5640,"Club Makokola Airport","Club Makokola","Malawi","CMK","FWCM",-14.3069000244141,35.1324996948242,1587,"2","U","Africa/Blantyre","airport","OurAirports"
"LUD",5641,"Luderitz Airport","Luderitz","Namibia","LUD","FYLZ",-26.6874008178711,15.2428998947144,457,"1","S","Africa/Windhoek","airport","OurAirports"
"OND",5642,"Ondangwa Airport","Ondangwa","Namibia","OND","FYOA",-17.878201,15.9526,3599,"1","S","Africa/Windhoek","airport","OurAirports"
"OMD",5643,"Oranjemund Airport","Oranjemund","Namibia","OMD","FYOG",-28.5847,16.446699,14,"1","S","Africa/Windhoek","airport","OurAirports"
"SWP",5644,"Swakopmund Airport","Swakopmund","Namibia","SWP","FYSM",-22.66189956665,14.568099975586,207,"1","S","Africa/Windhoek","airport","OurAirports"
"ERS",5645,"Eros Airport","Windhoek","Namibia","ERS","FYWE",-22.6121997833252,17.0804004669189,5575,"1","S","Africa/Windhoek","airport","OurAirports"
"BOA",5646,"Boma Airport","Boma","Congo (Kinshasa)","BOA","FZAJ",-5.85400009155273,13.0640001296997,26,"1","N","Africa/Kinshasa","airport","OurAirports"
"MAT",5647,"Tshimpi Airport","Matadi","Congo (Kinshasa)","MAT","FZAM",-5.79961013793945,13.4404001235962,1115,"1","N","Africa/Kinshasa","airport","OurAirports"
"INO",5648,"Inongo Airport","Inongo","Congo (Kinshasa)","INO","FZBA",-1.9472199678421,18.2858009338379,1040,"1","N","Africa/Kinshasa","airport","OurAirports"
"NIO",5649,"Nioki Airport","Nioki","Congo (Kinshasa)","NIO","FZBI",-2.71749997138977,17.684700012207,1043,"1","N","Africa/Kinshasa","airport","OurAirports"
"KRZ",5650,"Basango Mboliasa Airport","Kiri","Congo (Kinshasa)","KRZ","FZBT",-1.43499994277954,19.0240001678467,1013,"1","N","Africa/Kinshasa","airport","OurAirports"
"BSU",5651,"Basankusu Airport","Basankusu","Congo (Kinshasa)","BSU","FZEN",1.2247200012207,19.7889003753662,1217,"1","N","Africa/Kinshasa","airport","OurAirports"
"TSH",5652,"Tshikapa Airport","Tshikapa","Congo (Kinshasa)","TSH","FZUK",-6.43833,20.794701,1595,"2","N","Africa/Lubumbashi","airport","OurAirports"
"LJA",5653,"Lodja Airport","Lodja","Congo (Kinshasa)","LJA","FZVA",-3.41700005531311,23.4500007629395,1647,"2","N","Africa/Lubumbashi","airport","OurAirports"
"PFR",5654,"Ilebo Airport","Ilebo","Congo (Kinshasa)","PFR","FZVS",-4.329919,20.590124,1450,"2","N","Africa/Lubumbashi","airport","OurAirports"
"OUK",5657,"Outer Skerries Airport","Outer Skerries","United Kingdom","OUK","EGOU",60.4252,-0.75,76,"0","E","Europe/London","airport","OurAirports"
